TicketTime,PriorVisits,GiftCardLines,NetAmount,DiscountAmount,UniqueItems,UniqueCategories,ReturnedBags,BoughtProduce,TicketMonthDecimal,WeekdayNumber,IsFrontEnd,RetailSpendCnt,QSRSpendCnt,TicketCount,BizHours,WillReturn
14.8166666667,0,0,43.68,0.0,4,4,False,False,5.3125,6,True,1.29321754887,0.0,460,False,False
14.95,0,0,357.4,0.0,26,12,False,True,5.3125,6,True,10.5814091567,0.0,460,False,False
15.6166666667,2,0,148.98,0.0,18,7,False,True,5.3125,6,True,4.41079556847,0.0,509,False,False
15.6833333333,4,0,107.48,0.0,7,6,False,True,5.3125,6,True,3.18212047053,0.0,509,False,True
15.7,0,0,60.65,0.0,5,4,False,False,5.3125,6,True,1.79564204073,0.0,509,False,True
15.7833333333,24,0,29.85,0.0,3,2,False,True,5.3125,6,True,0.883757871653,0.0,509,False,True
15.8,1,0,10.56,0.0,4,2,False,True,5.3125,6,True,0.312646000826,0.0,509,False,False
15.8166666667,0,0,18.63,0.0,2,2,False,True,5.3125,6,True,0.551571495775,0.0,509,False,False
15.85,0,0,45.3,0.0,8,7,False,False,5.3125,6,True,1.34118028763,0.0,509,False,True
15.8833333333,0,0,38.41,0.0,6,3,False,False,5.3125,6,True,1.13719061475,0.0,509,False,False
15.9166666667,0,0,48.43,0.0,8,6,False,False,5.3125,6,True,1.43384903598,0.0,509,False,False
15.9333333333,0,0,51.39,0.0,5,5,False,False,5.3125,6,True,1.52148465743,0.0,509,False,False
15.9666666667,4,0,49.98,0.0,4,2,False,False,5.3125,6,True,1.47973931073,0.0,509,False,False
15.9833333333,0,0,5.59,0.0,1,1,False,False,5.3125,6,True,0.165501055361,0.0,509,False,True
16.0666666667,0,0,66.81,0.0,7,4,False,False,5.3125,6,True,1.97801887454,0.0,508,False,False
16.1833333333,0,0,104.4,0.0,6,1,False,False,5.3125,6,True,3.09093205362,0.0,508,False,False
16.2333333333,43,0,62.99,0.0,3,3,False,False,5.3125,6,True,1.86492155227,0.0,508,False,True
16.2666666667,0,0,42.4,0.0,7,3,False,False,5.3125,6,True,1.25532106392,0.0,508,False,False
16.3166666667,0,0,31.2,0.0,4,4,False,False,5.3125,6,True,0.923726820622,0.0,508,False,True
16.3333333333,0,0,13.8,0.0,1,1,False,False,5.3125,6,True,0.408571478352,0.0,508,False,False
16.3666666667,0,0,106.4,0.0,12,5,False,False,5.3125,6,True,3.15014531135,0.0,508,False,False
16.3833333333,0,0,3.8,0.0,1,1,False,False,5.3125,6,True,0.112505189691,0.0,508,False,False
16.55,1,0,13.14,0.0,1,1,False,False,5.3125,6,True,0.3890311033,0.0,508,False,False
16.5666666667,13,0,59.38,0.0,5,4,False,True,5.3125,6,True,1.75804162207,0.0,508,False,True
16.5833333333,1,0,16.4,0.0,3,3,False,False,5.3125,6,True,0.485548713404,0.0,508,False,False
16.6333333333,0,0,46.0,0.0,5,3,False,False,5.3125,6,True,1.36190492784,0.0,508,False,False
16.7166666667,5,0,30.84,0.0,5,5,False,True,5.3125,6,True,0.785759930106,0.373389542211,508,False,True
16.7333333333,0,0,39.38,0.0,5,3,False,False,5.3125,6,True,1.16590904475,0.0,508,False,False
16.8,1,0,54.17,0.0,12,6,False,True,5.3125,6,True,1.60379108568,0.0,508,False,False
16.85,1,0,48.75,0.0,7,5,False,False,5.3125,6,True,1.44332315722,0.0,508,False,False
16.9166666667,0,0,18.52,0.0,1,1,False,False,5.3125,6,True,0.5483147666,0.0,508,False,False
16.9333333333,1,0,3.61,0.0,1,1,False,False,5.3125,6,True,0.106879930207,0.0,508,False,False
16.95,3,0,37.88,0.0,8,5,False,True,5.3125,6,True,1.12149910145,0.0,508,False,True
17.0166666667,11,0,148.37,0.0,7,6,False,True,5.3125,6,True,4.14996116816,0.712045173518,415,False,True
18.05,0,0,59.4,0.0,7,3,False,False,5.3125,6,True,1.75863375465,0.0,388,False,False
18.1166666667,0,0,44.4,0.0,3,1,False,False,5.3125,6,True,1.31453432165,0.0,388,False,False
18.1333333333,5,0,2.31,0.0,1,1,False,True,5.3125,6,True,0.0683913126807,0.0,388,False,False
18.1666666667,21,0,7.72,1.93,3,1,False,True,5.3125,6,True,0.228563174846,0.0,388,False,True
18.2,0,0,66.61,0.0,9,5,False,True,5.3125,6,True,1.97209754877,0.0,388,False,False
18.2,0,0,13.78,0.0,2,2,False,False,5.3125,6,True,0.407979345775,0.0,388,False,False
18.2333333333,1,0,132.18,0.0,7,6,False,False,5.3125,6,True,3.91340420352,0.0,388,False,False
18.3,68,0,65.42,0.0,10,4,False,True,5.3125,6,True,1.93686566042,0.0,388,False,True
18.4,22,0,31.52,7.88,5,3,False,True,5.3125,6,True,0.933200941859,0.0,388,False,True
18.4333333333,1,0,33.8,0.0,5,2,False,False,5.3125,6,True,1.00070405567,0.0,388,False,True
18.45,26,0,60.16,0.0,4,4,False,False,5.3125,6,True,1.78113479258,0.0,388,False,True
18.4833333333,1,0,48.14,0.0,8,4,False,True,5.3125,6,True,1.42526311361,0.0,388,False,False
18.6,8,0,15.36,3.84,1,1,False,False,5.3125,6,True,0.454757819383,0.0,388,False,True
18.6333333333,0,0,12.8,0.0,1,1,False,False,5.3125,6,True,0.378964849486,0.0,388,False,False
18.7166666667,0,0,134.36,0.0,22,9,False,True,5.3125,6,True,3.97794665445,0.0,388,False,False
18.7666666667,1,0,50.82,0.0,11,6,False,True,5.3125,6,True,1.50460887897,0.0,388,False,False
18.7833333333,0,0,17.8,0.0,3,3,False,False,5.3125,6,True,0.526997993816,0.0,388,False,False
18.8,2,0,37.98,0.0,5,5,False,False,5.3125,6,True,1.12445976433,0.0,388,False,False
18.85,6,0,45.51,0.0,5,4,False,True,5.3125,6,True,1.3473976797,0.0,388,False,False
18.9,0,0,120.0,0.0,14,3,False,False,5.3125,6,True,3.55279546393,0.0,388,False,False
19.0666666667,0,0,3.2,0.0,1,1,False,False,5.3125,6,True,0.0947412123715,0.0,369,False,False
19.1,0,0,64.35,0.0,6,5,False,False,5.3125,6,True,1.90518656753,0.0,369,False,False
19.1666666667,8,0,67.38,0.0,8,7,False,True,5.3125,6,True,1.994894653,0.0,369,False,True
19.2833333333,5,0,88.89,0.0,9,7,False,True,5.3125,6,True,2.63173323991,0.0,369,False,False
19.4333333333,4,0,163.55,0.0,14,8,False,True,5.3125,6,True,4.84216415105,0.0,369,False,False
19.45,0,0,20.09,0.0,5,3,False,False,5.3125,6,True,0.59479717392,0.0,369,False,False
19.4666666667,30,0,3.6,0.0,1,1,False,False,5.3125,6,True,0.106583863918,0.0,369,False,True
19.5,3,0,47.87,0.0,5,5,False,True,5.3125,6,True,1.41726932382,0.0,369,False,True
19.7166666667,1,0,18.27,0.0,3,2,False,False,5.3125,6,True,0.540913109383,0.0,369,False,False
19.85,8,0,63.06,0.0,8,6,False,True,5.3125,6,True,1.8669940163,0.0,369,False,True
20.25,16,0,39.01,0.0,9,6,False,True,5.3125,6,True,1.15495459207,0.0,297,False,True
20.3,0,0,19.1,0.0,3,2,False,False,5.3125,6,True,0.565486611342,0.0,297,False,False
20.35,0,0,2.75,0.0,1,1,False,True,5.3125,6,True,0.0814182293817,0.0,297,False,False
20.4,43,0,10.27,0.0,1,1,False,False,5.3125,6,True,0.304060078455,0.0,297,False,True
20.8333333333,6,0,33.55,0.0,3,2,False,False,5.3125,6,True,0.993302398457,0.0,297,False,True
20.9166666667,0,0,44.4,0.0,1,1,False,False,5.3125,6,True,1.31453432165,0.0,297,False,False
20.9333333333,0,0,22.14,0.0,6,2,False,True,5.3125,6,True,0.655490763095,0.0,297,False,False
20.9833333333,0,0,17.88,0.0,7,2,False,True,5.3125,6,True,0.529366524126,0.0,297,False,True
21.0,0,0,16.87,0.0,2,2,False,False,5.3125,6,True,0.499463828971,0.0,311,False,False
21.0333333333,0,0,53.36,0.0,4,3,False,False,5.3125,6,True,1.57980971629,0.0,311,False,False
21.0333333333,0,0,14.08,0.0,3,1,False,False,5.3125,6,True,0.416861334434,0.0,311,False,False
21.0666666667,0,0,9.8,0.0,1,1,False,False,5.3125,6,True,0.290144962888,0.0,311,False,False
21.1166666667,0,0,6.44,0.0,1,1,False,True,5.3125,6,True,0.190666689898,0.0,311,False,False
21.15,0,0,69.8,0.0,8,4,False,False,5.3125,6,True,2.06654269485,0.0,311,False,False
21.25,0,0,47.4,0.0,1,1,False,False,5.3125,6,True,1.40335420825,0.0,311,False,True
21.2666666667,0,0,13.8,0.0,1,1,False,False,5.3125,6,True,0.0,1.19831992616,311,False,True
21.3,2,0,29.95,0.0,1,1,False,False,5.3125,6,True,0.886718534539,0.0,311,False,True
21.4,1,0,40.4,0.0,5,4,False,False,5.3125,6,True,1.19610780619,0.0,311,False,False
21.45,0,0,68.59,0.0,12,4,False,True,5.3125,6,True,2.03071867392,0.0,311,False,False
21.5166666667,0,0,35.2,0.0,1,1,False,False,5.3125,6,True,1.04215333609,0.0,311,False,False
21.5333333333,0,0,10.88,0.0,3,1,False,False,5.3125,6,True,0.322120122063,0.0,311,False,False
21.55,0,0,22.6,0.0,2,1,False,False,5.3125,6,True,0.669109812374,0.0,311,False,True
21.5833333333,0,0,29.2,0.0,2,2,False,False,5.3125,6,True,0.86451356289,0.0,311,False,False
21.6,0,0,18.6,0.0,2,1,False,False,5.3125,6,True,0.550683296909,0.0,311,False,False
21.6833333333,0,0,68.6,0.0,4,2,False,False,5.3125,6,True,2.03101474021,0.0,311,False,False
21.7,0,0,12.8,0.0,1,1,False,False,5.3125,6,True,0.378964849486,0.0,311,False,False
21.7,0,0,43.2,0.0,3,3,False,False,5.3125,6,True,1.27900636701,0.0,311,False,True
21.8833333333,0,0,19.6,0.0,2,1,False,False,5.3125,6,True,0.580289925775,0.0,311,False,False
21.9,1,0,2.98,0.0,1,1,False,False,5.3125,6,True,0.0882277540209,0.0,311,False,True
12.05,0,0,75.7,0.0,2,1,False,False,5.3125,6,True,2.24122180516,0.0,399,False,False
12.0666666667,13,0,14.14,0.0,4,4,False,True,5.3125,6,True,0.418637732166,0.0,399,False,True
12.15,1,0,95.65,0.0,17,7,False,True,5.3125,6,True,2.83187405104,0.0,399,False,True
12.1666666667,10,0,24.93,0.0,5,4,False,True,5.3125,6,True,0.738093257631,0.0,399,False,True
12.2333333333,2,0,94.17,0.0,12,7,False,True,5.3125,6,True,2.63084504104,0.461092667242,399,False,True
12.2666666667,0,0,41.8,0.0,5,3,False,True,5.3125,6,True,1.2375570866,0.0,399,False,False
12.2833333333,39,0,40.69,0.0,2,1,False,False,5.3125,6,True,1.20469372856,0.0,399,False,True
12.4166666667,6,0,5.92,0.0,3,1,False,False,5.3125,6,True,0.175271242887,0.0,399,False,True
12.45,0,0,65.2,0.0,6,5,False,False,5.3125,6,True,1.93035220207,0.0,399,False,False
12.4666666667,0,0,12.6,0.0,2,2,False,True,5.3125,6,True,0.373043523713,0.0,399,False,False
12.4833333333,0,0,32.45,0.0,3,2,False,False,5.3125,6,True,0.960735106704,0.0,399,False,False
12.55,23,0,88.06,0.0,12,6,False,True,5.3125,6,True,2.4517249364,0.455882580606,399,False,True
12.5666666667,15,0,23.8,0.0,6,3,False,True,5.3125,6,True,0.704637767013,0.0,399,False,True
12.6166666667,0,0,11.88,0.0,1,1,False,False,5.3125,6,True,0.351726750929,0.0,399,False,False
12.6333333333,0,0,14.01,0.0,1,1,False,False,5.3125,6,True,0.414788870414,0.0,399,False,False
12.7333333333,0,0,36.2,0.0,3,2,False,False,5.3125,6,True,1.07175996495,0.0,399,False,False
12.75,0,0,14.8,0.0,1,1,False,False,5.3125,6,True,0.438178107218,0.0,399,False,True
12.7666666667,1,0,36.8,0.0,3,3,False,False,5.3125,6,True,1.08952394227,0.0,399,False,True
12.8,15,0,29.28,0.0,5,5,False,True,5.3125,6,True,0.737501125054,0.379467976619,399,False,True
12.8166666667,0,0,3.98,0.0,1,1,False,False,5.3125,6,True,0.117834382887,0.0,399,False,False
12.8333333333,10,0,13.36,0.0,2,2,False,False,5.3125,6,True,0.395544561651,0.0,399,False,True
12.85,1,0,5.3,0.0,1,1,False,False,5.3125,6,True,0.15691513299,0.0,399,False,True
12.9333333333,18,0,82.18,0.0,14,7,False,True,5.3125,6,True,2.43307276021,0.0,399,False,False
12.9666666667,5,0,28.75,0.0,4,3,False,True,5.3125,6,True,0.466600470929,1.12798375659,399,False,False
13.0,1,0,38.68,0.0,5,4,False,False,5.3125,6,True,1.14518440454,0.0,499,False,True
13.0333333333,1,0,34.97,0.0,2,1,False,False,5.3125,6,True,1.03534381145,0.0,499,False,False
13.05,0,0,6.8,0.0,1,1,False,False,5.3125,6,True,0.201325076289,0.0,499,False,False
13.0833333333,0,0,41.54,0.0,6,5,False,False,5.3125,6,True,1.2298593631,0.0,499,False,True
13.1,0,0,14.4,0.0,3,2,False,False,5.3125,6,True,0.426335455672,0.0,499,False,False
13.35,0,0,3.2,0.0,1,1,False,False,5.3125,6,True,0.0947412123715,0.0,499,False,False
13.4,11,0,21.29,0.0,9,2,False,True,5.3125,6,True,0.630325128559,0.0,499,False,True
13.4166666667,0,0,9.8,0.0,1,1,False,False,5.3125,6,True,0.290144962888,0.0,499,False,True
13.4333333333,1,0,6.4,0.0,1,1,False,False,5.3125,6,True,0.189482424743,0.0,499,False,False
13.4833333333,0,0,16.11,0.0,4,4,False,False,5.3125,6,True,0.476962791033,0.0,499,False,False
13.55,5,0,1.48,0.0,1,1,False,False,5.3125,6,True,0.0438178107218,0.0,499,False,True
13.6333333333,0,0,24.21,0.0,5,4,False,True,5.3125,6,True,0.716776484848,0.0,499,False,False
13.65,0,0,4.25,0.0,2,2,False,True,5.3125,6,True,0.125828172681,0.0,499,False,True
13.7,0,0,49.88,0.0,7,4,False,False,5.3125,6,True,1.47677864784,0.0,499,False,False
13.8166666667,0,0,67.2,0.0,1,1,False,False,5.3125,6,True,1.9895654598,0.0,499,False,True
13.85,74,0,148.43,0.0,11,6,False,True,5.3125,6,True,4.39451192259,0.0,499,False,True
13.8666666667,1,0,24.28,0.0,1,1,False,False,5.3125,6,True,0.718848948869,0.0,499,False,True
13.9166666667,1,0,162.86,0.0,7,3,False,False,5.3125,6,True,4.82173557713,0.0,499,False,False
13.95,0,0,13.8,0.0,1,1,False,False,5.3125,6,True,0.408571478352,0.0,499,False,False
14.05,0,0,27.18,0.0,12,2,False,True,5.3125,6,True,0.80470817258,0.0,460,False,False
14.4,0,0,21.8,0.0,1,1,False,False,5.3125,6,True,0.645424509281,0.0,460,False,False
14.5833333333,0,0,86.4,0.0,3,2,False,False,5.3125,6,True,2.55801273403,0.0,460,False,False
16.8333333333,0,0,15.41,0.0,2,2,False,False,5.0625,5,True,0.456238150826,0.0,402,True,False
17.2833333333,0,0,6.8,0.0,1,1,False,False,5.0625,5,True,0.201325076289,0.0,397,False,False
17.3333333333,0,0,29.4,0.0,3,1,False,False,5.0625,5,True,0.870434888663,0.0,397,False,True
17.35,0,0,10.3,0.0,2,2,False,False,5.0625,5,True,0.304948277321,0.0,397,False,False
17.4166666667,2,0,16.13,0.0,2,1,False,False,5.0625,5,True,0.0,1.40064495718,397,False,False
17.5166666667,0,0,39.36,0.0,6,5,False,True,5.0625,5,True,1.16531691217,0.0,397,False,True
17.5333333333,0,0,22.6,0.0,3,3,False,False,5.0625,5,True,0.669109812374,0.0,397,False,False
17.55,8,0,84.83,0.0,7,4,False,True,5.0625,5,True,2.51153032671,0.0,397,False,True
17.5833333333,6,0,16.46,0.0,3,3,False,True,5.0625,5,True,0.487325111136,0.0,397,False,True
17.6,1,0,17.49,0.0,3,3,False,True,5.0625,5,True,0.517819938868,0.0,397,False,False
17.65,10,0,4.4,0.0,1,1,False,False,5.0625,5,True,0.130269167011,0.0,397,False,True
17.6666666667,0,0,16.61,0.0,2,2,False,False,5.0625,5,True,0.491766105466,0.0,397,False,False
17.8166666667,2,0,39.5,0.0,6,5,False,True,5.0625,5,True,0.797602581652,1.09064480236,397,False,True
17.8833333333,63,0,12.38,3.09,3,2,False,False,5.0625,5,True,0.034935822062,0.972549505293,397,False,True
17.9166666667,6,0,81.04,0.0,9,7,False,False,5.0625,5,True,2.05085118155,1.02204532833,397,False,False
18.05,1,0,47.0,0.0,4,2,False,False,5.0625,5,True,1.39151155671,0.0,459,False,False
18.0666666667,0,0,40.86,0.0,2,2,False,True,5.0625,5,True,1.20972685547,0.0,459,False,False
18.1666666667,4,0,109.24,0.0,15,4,False,True,5.0625,5,True,3.23422813733,0.0,459,False,True
18.2166666667,36,0,10.41,0.0,1,1,False,False,5.0625,5,True,0.308205006496,0.0,459,False,True
18.2666666667,2,0,27.42,0.0,1,1,False,False,5.0625,5,True,0.811813763508,0.0,459,False,True
18.3,4,0,24.45,0.0,6,5,False,True,5.0625,5,True,0.723882075776,0.0,459,False,False
18.3,70,0,6.0,0.0,1,1,False,True,5.0625,5,True,0.177639773197,0.0,459,False,True
18.3666666667,3,0,54.91,0.0,8,7,False,True,5.0625,5,True,1.62569999104,0.0,459,False,True
18.4333333333,1,0,74.21,0.0,11,6,False,True,5.0625,5,True,2.19710792815,0.0,459,False,True
18.5,1,0,40.39,0.0,7,4,False,True,5.0625,5,True,0.77598974258,1.23131714152,459,False,True
18.5166666667,0,0,19.23,0.0,2,2,False,False,5.0625,5,True,0.569335473095,0.0,459,False,True
18.5666666667,1,0,63.66,0.0,12,6,False,True,5.0625,5,True,1.88475799361,0.0,459,False,False
18.6166666667,0,0,18.5,0.0,3,2,False,False,5.0625,5,True,0.547722634023,0.0,459,False,False
18.7833333333,0,0,39.12,0.0,9,4,False,False,5.0625,5,True,1.15821132124,0.0,459,False,False
18.8,12,0,30.71,0.0,3,2,False,False,5.0625,5,True,0.461863410311,1.31207348437,459,False,True
18.8166666667,0,0,9.6,0.0,1,1,False,False,5.0625,5,True,0.284223637114,0.0,459,False,False
18.8666666667,0,0,62.75,0.0,3,3,False,True,5.0625,5,True,1.85781596135,0.0,459,False,False
18.9333333333,0,0,11.37,0.0,4,2,False,True,5.0625,5,True,0.336627370207,0.0,459,False,False
18.9666666667,0,0,12.8,0.0,1,1,False,False,5.0625,5,True,0.378964849486,0.0,459,False,False
19.1166666667,6,0,42.81,0.0,5,4,False,True,5.0625,5,True,1.26745978176,0.0,377,False,False
19.1666666667,27,0,79.76,0.0,10,6,False,True,5.0625,5,True,2.36142471836,0.0,377,False,True
19.1666666667,18,0,18.96,0.0,3,3,False,False,5.0625,5,True,0.561341683301,0.0,377,False,True
19.2333333333,2,0,81.0,0.0,9,5,False,False,5.0625,5,True,2.39813693815,0.0,377,False,True
19.2666666667,0,0,54.0,0.0,5,3,False,False,5.0625,5,True,1.59875795877,0.0,377,False,False
19.3,3,0,23.88,0.0,5,5,False,True,5.0625,5,True,0.707006297322,0.0,377,False,True
19.3166666667,0,0,3.98,0.0,1,1,False,False,5.0625,5,True,0.117834382887,0.0,377,False,False
19.3333333333,1,0,21.65,0.0,3,2,False,False,5.0625,5,True,0.640983514951,0.0,377,False,False
19.4166666667,1,0,353.36,0.0,12,8,False,True,5.0625,5,True,10.4617983761,0.0,377,False,False
19.45,2,0,69.3,0.0,6,2,False,False,5.0625,5,True,2.05173938042,0.0,377,False,True
19.5166666667,0,0,65.08,0.0,6,3,False,False,5.0625,5,True,1.9267994066,0.0,377,False,False
19.5666666667,20,0,27.34,6.83,3,2,False,True,5.0625,5,True,0.809445233199,0.0,377,False,True
19.6166666667,25,0,3.3,0.0,2,1,False,True,5.0625,5,True,0.0977018752581,0.0,377,False,True
19.65,7,0,48.49,0.0,4,1,False,False,5.0625,5,True,0.0,4.21061834926,377,False,True
19.6833333333,0,0,76.05,0.0,11,3,False,True,5.0625,5,True,2.25158412527,0.0,377,False,False
19.6833333333,0,0,14.18,0.0,2,1,False,False,5.0625,5,True,0.0,1.23131714152,377,False,False
19.75,0,0,54.01,0.0,13,6,False,True,5.0625,5,True,1.59905402506,0.0,377,False,True
19.7833333333,0,0,23.11,0.0,2,2,False,False,5.0625,5,True,0.684209193095,0.0,377,False,False
19.9166666667,2,0,29.41,0.0,5,4,False,True,5.0625,5,True,0.870730954952,0.0,377,False,True
19.9666666667,0,0,42.63,0.0,13,6,False,True,5.0625,5,True,1.13097322268,0.384678063254,377,False,True
20.0,15,0,17.07,0.0,3,3,False,True,5.0625,5,True,0.505385154744,0.0,294,False,True
20.0666666667,0,0,18.47,0.0,4,2,False,True,5.0625,5,True,0.546834435157,0.0,294,False,True
20.1,19,0,47.16,0.0,6,5,False,True,5.0625,5,True,1.39624861732,0.0,294,False,True
20.1333333333,0,0,48.72,0.0,6,2,False,False,5.0625,5,True,1.44243495836,0.0,294,False,False
20.15,2,0,29.18,0.0,6,3,False,True,5.0625,5,True,0.460383078868,1.18355801403,294,False,True
20.1833333333,1,0,16.99,0.0,7,3,False,True,5.0625,5,True,0.503016624435,0.0,294,False,False
20.2166666667,0,0,31.62,0.0,4,4,False,False,5.0625,5,True,0.936161604746,0.0,294,False,True
20.2833333333,28,0,3.4,0.0,1,1,False,True,5.0625,5,True,0.100662538145,0.0,294,False,True
20.3,1,0,51.08,0.0,2,2,False,False,5.0625,5,True,1.51230660248,0.0,294,False,False
20.3166666667,0,0,6.8,0.0,1,1,False,False,5.0625,5,True,0.201325076289,0.0,294,False,False
20.45,1,0,41.27,0.0,9,6,False,True,5.0625,5,True,0.977314818869,0.717255260154,294,False,False
20.4666666667,0,0,32.6,0.0,2,1,False,False,5.0625,5,True,0.965176101034,0.0,294,False,False
20.5166666667,15,0,20.55,0.0,4,3,False,False,5.0625,5,True,0.608416223198,0.0,294,False,True
20.5833333333,15,0,84.26,0.0,12,9,False,True,5.0625,5,True,2.49465454826,0.0,294,False,False
20.6333333333,57,0,46.95,0.0,15,4,False,True,5.0625,5,True,1.39003122526,0.0,294,False,True
20.6666666667,2,0,37.15,0.0,2,1,False,False,5.0625,5,True,1.09988626238,0.0,294,False,False
20.7166666667,0,0,26.81,0.0,4,3,False,True,5.0625,5,True,0.7937537199,0.0,294,False,True
20.8,42,0,22.44,0.0,1,1,False,False,5.0625,5,True,0.664372751755,0.0,294,False,True
10.2,3,0,17.6,0.0,2,1,False,False,5.0625,5,True,0.521076668043,0.0,98,True,False
10.3,4,0,81.57,0.0,11,5,False,True,5.0625,5,True,2.41501271661,0.0,98,True,True
10.3333333333,0,0,9.3,0.0,2,2,False,False,5.0625,5,True,0.275341648455,0.0,98,True,False
10.3833333333,3,0,178.65,0.0,14,6,False,True,5.0625,5,True,5.28922424693,0.0,98,True,True
10.4166666667,14,0,132.14,0.0,12,10,False,True,5.0625,5,True,3.91221993836,0.0,98,True,True
10.4666666667,9,0,50.25,0.0,8,5,False,True,5.0625,5,True,1.48773310052,0.0,98,True,True
10.7166666667,3,0,54.37,0.0,2,2,False,False,5.0625,5,True,1.60971241145,0.0,98,True,True
11.1166666667,8,0,304.95,0.0,37,10,False,True,5.0625,5,True,8.91603628302,0.329972153582,244,True,True
11.2166666667,11,0,10.24,2.56,1,1,False,False,5.0625,5,True,0.303171879589,0.0,244,True,True
11.35,0,0,42.2,0.0,3,1,False,False,5.0625,5,True,1.24939973815,0.0,244,True,False
11.4,0,0,31.16,0.0,6,2,False,True,5.0625,5,True,0.922542555467,0.0,244,True,False
12.0666666667,16,0,22.94,0.0,5,5,False,True,5.0625,5,True,0.679176066188,0.0,437,True,True
12.2,3,0,77.67,0.0,7,5,False,True,5.0625,5,True,2.29954686403,0.0,437,True,False
12.25,37,0,15.0,0.0,1,1,False,True,5.0625,5,True,0.444099432991,0.0,437,True,True
12.5166666667,1,0,11.6,0.0,2,2,False,False,5.0625,5,True,0.343436894847,0.0,437,True,False
12.6,9,0,120.26,0.0,17,7,False,True,5.0625,5,True,3.43821781022,0.358627630077,437,True,True
