CustomerKey,VisitNumber,TicketDate,TicketTime,PriorVisits,SaleLines,ReturnLines,GiftCardLines,NetAmount,NetRetailAmount,NetQSRAmount,DiscountAmount,StationGroup,UniqueItems,UniqueCategories,ReturnedBags,BoughtProduce,WillReturn
461488,1,2014-04-16,14:34:16,0,3,0,0,23.48,23.48,0.0,0.0,Other,3,3,False,False,False
960524,19,2014-04-16,14:34:54,18,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
298655,1,2014-04-16,14:36:10,0,2,0,0,24.6,0.0,24.6,0.0,Other,2,1,False,False,True
568649,2,2014-04-16,14:37:47,1,2,0,0,10.8,1.0,9.8,0.0,Other,2,2,False,False,False
247350,2,2014-04-16,14:38:19,1,2,0,0,12.8,3.0,9.8,0.0,Other,2,2,False,True,False
512427,1,2014-04-16,14:40:17,0,8,0,0,59.41,38.81,20.6,0.0,Other,8,6,False,False,True
234276,3,2014-04-16,14:43:07,2,2,0,0,11.8,1.0,10.8,0.0,Other,2,2,False,False,True
108422,1,2014-04-16,14:45:40,0,2,0,0,10.8,2.0,8.8,0.0,Other,2,2,False,False,False
681161,21,2014-04-16,14:48:20,20,1,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,False,True
881073,1,2014-04-16,14:50:51,0,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
315624,7,2014-04-16,14:53:38,6,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
753405,1,2014-04-16,14:54:51,0,3,0,0,27.97,27.97,0.0,0.0,Other,3,1,False,False,False
690165,1,2014-04-16,14:59:56,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
647768,1,2014-04-16,15:00:25,0,2,0,0,11.3,0.0,11.3,0.0,Other,2,1,False,False,False
163615,1,2014-04-16,15:06:38,0,1,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,False,False
805352,1,2014-04-16,15:07:18,0,1,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,False,True
233560,9,2014-04-16,15:09:24,8,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
205103,15,2014-04-16,15:09:52,14,1,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,False,True
535848,1,2014-04-16,15:12:30,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
407811,27,2014-04-16,15:14:32,26,3,0,0,14.3,14.3,0.0,0.0,Other,3,3,False,True,True
758795,4,2014-04-16,15:15:03,3,1,0,0,1.48,1.48,0.0,0.0,Other,1,1,False,False,True
57297,1,2014-04-16,15:22:04,0,2,0,0,23.6,0.0,23.6,0.0,Other,2,1,False,False,False
617928,1,2014-04-16,15:24:14,0,1,0,0,3.96,3.96,0.0,0.0,Other,1,1,False,False,True
978928,1,2014-04-16,15:25:40,0,1,0,0,6.0,0.0,6.0,0.0,Other,1,1,False,False,False
170704,1,2014-04-16,15:27:06,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
400533,1,2014-04-16,15:27:40,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
48856,1,2014-04-16,15:31:54,0,4,0,0,27.96,4.36,23.6,0.0,Other,4,2,False,False,False
466144,3,2014-04-16,15:34:31,2,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
193050,1,2014-04-16,15:35:45,0,1,0,0,7.94,7.94,0.0,0.0,Other,1,1,False,False,False
795273,1,2014-04-16,15:36:04,0,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,False
213209,10,2014-04-16,15:40:51,9,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
29188,3,2014-04-16,15:42:07,2,1,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,False,False
961037,1,2014-04-16,15:47:02,0,3,0,0,32.4,0.0,32.4,0.0,Other,3,1,False,False,True
270701,3,2014-04-16,15:51:06,2,1,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,False,True
471438,7,2014-04-16,15:51:54,6,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,True
46811,3,2014-04-16,15:56:05,2,3,0,0,22.08,1.48,20.6,0.0,Other,3,2,False,False,False
383958,1,2014-04-16,15:58:29,0,3,0,0,83.0,83.0,0.0,0.0,Other,3,3,False,False,False
793242,1,2014-04-16,16:00:12,0,5,0,0,80.56,64.4,16.16,0.0,Other,5,3,False,False,False
253666,1,2014-04-16,16:00:46,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
863733,1,2014-04-16,16:11:32,0,8,0,0,34.26,13.16,21.1,0.0,Other,8,4,False,False,False
761099,1,2014-04-16,16:14:24,0,1,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,False,False
15473,2,2014-04-16,16:17:43,1,1,0,0,26.8,0.0,26.8,0.0,Other,1,1,False,False,True
19187,76,2014-04-16,16:21:39,75,1,0,0,7.04,0.0,7.04,1.76,Other,1,1,False,False,True
295226,14,2014-04-16,16:27:48,13,1,0,0,1.48,1.48,0.0,0.0,Other,1,1,False,False,True
664776,1,2014-04-16,16:28:51,0,4,0,0,24.96,4.36,20.6,0.0,Other,4,2,False,False,False
165064,1,2014-04-16,16:40:01,0,2,0,0,19.6,0.0,19.6,0.0,Other,2,1,False,False,True
483721,3,2014-04-16,16:41:12,2,2,0,0,15.6,4.8,10.8,0.0,Other,2,2,False,False,False
