CustomerKey,VisitNumber,TicketDate,TicketTime,PriorVisits,SaleLines,ReturnLines,GiftCardLines,ProduceLines,MeatLines,FishLines,OilLines,FreshPastaLines,SAFOLines,RotisserieLines,NetAmount,NetRetailAmount,NetQSRAmount,DiscountAmount,StationGroup,UniqueItems,UniqueCategories,ReturnedBags,TopItemLines,RepeatProducts,WillReturn
980974,1,2015-10-21,19:45:19,0,2,0,0,0,0,0,0,0,0,0,4.6,4.6,0.0,0.0,Other,2,1,False,2,0,True
738294,1,2015-10-21,19:45:46,0,1,0,0,0,0,0,0,0,0,0,3.8,3.8,0.0,0.0,Other,1,1,False,1,0,False
575386,1,2015-10-21,19:46:45,0,2,0,0,0,0,0,0,0,0,0,6.6,6.6,0.0,0.0,Other,2,1,False,2,0,False
437093,2,2015-10-21,19:47:55,1,2,0,0,0,0,0,0,0,0,0,6.6,6.6,0.0,0.0,Other,2,1,False,2,1,True
510940,1,2015-10-21,19:48:30,0,2,0,0,0,0,0,0,0,0,0,12.6,12.6,0.0,0.0,Other,2,1,False,1,0,False
705818,188,2015-10-21,19:49:11,187,2,0,0,0,0,0,0,0,0,0,4.8,4.8,0.0,0.0,Other,2,1,False,1,0,True
299225,24,2015-10-21,19:50:10,23,1,0,0,0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,Other,1,1,False,1,0,True
516084,1,2015-10-21,20:02:46,0,1,0,0,0,0,0,0,0,0,0,3.8,3.8,0.0,0.0,Other,1,1,False,1,0,False
465948,1,2015-10-21,20:04:02,0,2,0,0,0,0,0,0,0,0,0,6.6,6.6,0.0,0.0,Other,2,1,False,2,0,False
193194,15,2015-10-21,20:04:50,14,2,0,0,0,0,0,0,0,0,0,3.6,3.6,0.0,0.0,Other,1,1,False,2,0,True
758167,3,2015-10-21,20:09:16,2,2,0,0,0,0,0,0,0,1,0,7.71,7.71,0.0,0.0,Other,2,2,False,1,0,True
263714,12,2015-10-21,20:14:04,11,2,0,0,0,0,0,0,0,0,0,3.6,3.6,0.0,0.0,Other,1,1,False,2,1,True
712318,2,2015-10-21,20:15:29,1,1,0,0,0,0,0,0,0,0,0,3.8,3.8,0.0,0.0,Other,1,1,False,1,0,False
653755,17,2015-10-21,20:16:37,16,1,0,0,0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,Other,1,1,False,1,0,True
638315,1,2015-10-21,20:33:30,0,2,0,0,0,0,0,0,0,0,0,8.6,8.6,0.0,0.0,Other,2,1,False,1,0,False
452841,1,2015-10-21,20:34:38,0,3,0,0,0,0,0,0,0,2,0,14.74,14.74,0.0,0.0,Other,3,3,False,0,0,False
97505,1,2015-10-21,20:39:01,0,1,0,0,0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,Other,1,1,False,1,0,True
55943,1,2015-10-21,20:39:31,0,1,0,0,0,0,0,0,0,0,0,9.8,9.8,0.0,0.0,Other,1,1,False,0,0,True
936670,1,2015-10-21,20:43:06,0,2,0,0,0,0,0,0,0,0,0,10.0,10.0,0.0,0.0,Other,1,1,False,0,0,False
46662,6,2015-10-21,20:54:22,5,1,0,0,0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,Other,1,1,False,1,1,True
564139,7,2015-10-21,21:02:16,6,1,0,0,0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,Other,1,1,False,1,1,True
625232,2,2015-10-21,21:23:15,1,1,0,0,0,0,0,0,0,0,0,2.8,2.8,0.0,0.0,Other,1,1,False,1,0,True
574969,4,2015-10-21,21:31:42,3,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.5,Other,1,1,False,0,0,True
867710,8,2015-10-21,21:32:50,7,1,0,0,0,0,0,0,0,0,0,1.8,1.8,0.0,0.0,Other,1,1,False,1,0,True
81143,1,2015-10-21,21:33:59,0,3,0,0,0,0,0,0,0,0,0,24.6,24.6,0.0,0.0,Other,3,2,False,1,0,True
661714,1,2015-10-21,11:59:31,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,False
209788,1,2015-10-21,12:00:58,0,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,False
808701,1,2015-10-21,12:01:25,0,2,0,0,0,0,0,0,0,0,0,20.6,0.0,20.6,0.0,Other,2,1,False,0,0,False
914930,32,2015-10-21,12:10:23,31,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,0,0,True
760885,2,2015-10-21,12:12:08,1,4,0,0,0,0,0,0,0,2,0,67.26,67.26,0.0,0.0,Other,4,4,False,1,0,True
6743,1,2015-10-21,12:12:59,0,2,0,0,0,0,0,0,0,0,0,23.6,0.0,23.6,0.0,Other,2,1,False,1,0,False
726680,2,2015-10-21,12:13:52,1,3,0,0,0,0,0,0,0,0,0,25.6,2.0,23.6,0.0,Other,3,2,False,1,0,False
693456,2,2015-10-21,12:16:48,1,3,0,0,0,0,0,0,0,0,0,48.2,0.0,48.2,0.0,Other,3,1,False,0,0,False
33778,1,2015-10-21,12:26:37,0,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,0,0,True
33778,2,2015-10-21,12:28:31,1,2,0,0,0,0,0,0,0,0,0,9.8,1.0,8.8,0.0,Other,2,2,False,1,0,False
456700,1,2015-10-21,12:30:04,0,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,0,0,False
893341,1,2015-10-21,12:32:30,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,False
153580,1,2015-10-21,12:34:29,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,False
624917,1,2015-10-21,12:34:54,0,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,False
627616,1,2015-10-21,12:36:44,0,2,0,0,0,0,0,0,0,2,0,14.7,14.7,0.0,0.0,Other,2,2,False,1,0,False
971600,2,2015-10-21,12:40:23,1,2,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,2,1,False,1,2,False
981277,1,2015-10-21,12:43:11,0,2,0,0,0,0,0,0,0,1,0,12.8,2.0,10.8,0.0,Other,2,2,False,1,0,False
556457,20,2015-10-21,12:44:01,19,3,0,0,0,0,0,0,0,1,0,22.8,12.0,10.8,0.0,Other,3,3,False,1,3,True
96023,1,2015-10-21,12:47:59,0,3,0,0,0,0,0,0,0,0,0,26.4,13.6,12.8,0.0,Other,3,2,False,0,0,True
46592,1,2015-10-21,12:48:37,0,3,0,0,0,0,0,0,0,0,0,24.08,1.48,22.6,0.0,Other,3,2,False,1,0,False
96023,2,2015-10-21,12:49:52,1,2,0,0,0,0,0,0,0,0,0,11.8,11.8,0.0,0.0,Other,2,1,False,0,0,False
132169,1,2015-10-21,12:55:21,0,3,0,0,0,0,0,0,0,0,0,26.56,26.56,0.0,0.0,Other,3,3,False,0,0,False
387633,1,2015-10-21,12:55:55,0,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,1,0,True
400062,2,2015-10-21,13:02:31,1,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,0,0,True
723289,1,2015-10-21,13:03:31,0,2,0,0,0,0,0,0,0,1,0,15.91,15.91,0.0,0.0,Other,2,2,False,0,0,False
676396,34,2015-10-21,13:05:41,33,3,0,0,1,0,0,0,0,0,0,17.05,5.25,11.8,0.0,Other,3,3,False,0,0,True
884743,6,2015-10-21,13:07:45,5,3,0,0,0,0,0,0,0,0,0,16.6,5.8,10.8,0.0,Other,3,2,False,1,0,True
162482,2,2015-10-21,13:10:38,1,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,1,0,False
38307,1,2015-10-21,13:11:10,0,2,0,0,0,0,0,0,0,0,0,11.98,2.18,9.8,0.0,Other,2,2,False,2,0,False
239609,57,2015-10-21,13:12:49,56,4,0,0,0,0,0,0,0,1,0,31.4,2.0,29.4,0.0,Other,4,2,False,3,4,True
370509,4,2015-10-21,13:13:35,3,2,0,0,0,0,0,0,0,1,0,12.8,2.0,10.8,0.0,Other,2,2,False,1,0,True
239609,58,2015-10-21,13:15:27,57,1,0,0,0,0,0,0,0,0,0,4.36,4.36,0.0,0.0,Other,1,1,False,0,0,True
468325,2,2015-10-21,13:15:54,1,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,1,0,False
357483,3,2015-10-21,13:16:20,2,2,0,0,0,0,0,0,0,0,0,11.8,0.0,11.8,0.0,Other,2,1,False,0,0,True
513009,2,2015-10-21,13:16:56,1,3,0,0,0,0,0,0,0,0,0,21.6,10.8,10.8,0.0,Other,3,3,False,1,0,True
161258,1,2015-10-21,13:18:02,0,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,False
120827,1,2015-10-21,13:18:29,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,True
364949,26,2015-10-21,13:19:03,25,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,True
430612,2,2015-10-21,13:20:29,1,3,0,0,0,0,0,0,0,0,0,29.96,4.36,25.6,0.0,Other,3,2,False,1,0,True
521009,2,2015-10-21,13:22:24,1,6,0,0,0,0,0,0,0,1,0,56.5,1.0,55.5,0.0,Other,6,2,False,2,2,False
63092,7,2015-10-21,13:22:56,6,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,0,0,True
116029,1,2015-10-21,13:23:44,0,4,0,0,0,0,0,0,0,0,0,46.1,7.7,38.4,0.0,Other,4,3,False,0,0,True
298249,1,2015-10-21,13:24:21,0,2,0,0,0,0,0,0,0,0,0,23.6,0.0,23.6,0.0,Other,2,1,False,0,0,False
174701,7,2015-10-21,13:25:16,6,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,True
146832,11,2015-10-21,13:26:33,10,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,1,True
196885,3,2015-10-21,13:28:29,2,3,0,0,0,0,0,0,0,0,0,17.0,6.2,10.8,0.0,Other,3,3,False,0,0,True
896307,1,2015-10-21,13:29:35,0,5,0,0,0,0,0,0,0,0,0,28.28,5.68,22.6,0.0,Other,5,3,False,2,0,False
676380,11,2015-10-21,13:31:03,10,1,0,0,0,0,0,0,0,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,0,1,True
289713,12,2015-10-21,13:31:30,11,1,0,0,0,0,0,0,0,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,0,1,True
245348,52,2015-10-21,13:31:50,51,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,True
103957,1,2015-10-21,13:32:24,0,2,0,0,0,0,0,0,0,0,0,17.16,4.36,12.8,0.0,Other,2,2,False,1,0,False
150154,6,2015-10-21,13:35:57,5,3,0,0,0,0,0,0,0,1,0,15.3,4.5,10.8,0.0,Other,3,3,False,1,2,True
686926,4,2015-10-21,13:37:33,3,2,0,0,0,0,0,0,0,0,0,12.98,2.18,10.8,0.0,Other,2,2,False,2,0,True
276115,2,2015-10-21,13:38:07,1,2,0,0,0,0,0,0,0,0,0,12.76,2.96,9.8,0.0,Other,2,2,False,1,0,True
839610,3,2015-10-21,13:38:39,2,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,0,0,False
649711,2,2015-10-21,13:41:09,1,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,0,1,True
916107,1,2015-10-21,13:41:30,0,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,0,0,False
67660,1,2015-10-21,13:41:49,0,2,0,0,0,0,0,0,0,1,0,12.8,2.0,10.8,0.0,Other,2,2,False,1,0,True
768394,5,2015-10-21,13:45:48,4,4,0,0,0,0,0,0,0,1,0,20.6,2.0,18.6,0.0,Other,4,2,False,2,0,True
139470,1,2015-10-21,13:46:15,0,2,0,0,0,0,0,0,0,0,0,9.8,1.0,8.8,0.0,Other,2,2,False,1,0,False
310075,1,2015-10-21,13:46:34,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,False
316658,7,2015-10-21,13:48:38,6,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,True
752588,4,2015-10-21,13:48:55,3,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,0,0,True
597617,3,2015-10-21,13:49:19,2,2,0,0,0,0,0,0,0,0,0,15.3,2.5,12.8,0.0,Other,2,2,False,0,0,False
887838,1,2015-10-21,13:50:45,0,4,0,0,0,0,1,0,0,2,0,28.52,28.52,0.0,0.0,Other,4,3,False,0,0,True
395899,4,2015-10-21,13:51:10,3,2,0,0,0,0,0,0,0,1,0,10.8,2.0,8.8,0.0,Other,2,2,False,1,2,True
86313,42,2015-10-21,13:51:32,41,2,0,0,0,0,0,0,0,1,0,12.8,2.0,10.8,0.0,Other,2,2,False,1,0,True
678358,1,2015-10-21,13:52:15,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,False
272071,114,2015-10-21,13:54:03,113,1,0,0,0,0,0,0,0,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,1,1,True
264347,2,2015-10-21,13:56:19,1,3,0,0,0,0,0,0,0,0,0,16.98,2.18,14.8,0.0,Other,3,2,False,0,2,True
674534,3,2015-10-21,13:57:24,2,1,0,0,0,0,0,0,0,0,0,10.8,10.8,0.0,0.0,Other,1,1,False,0,0,True
601684,4,2015-10-21,13:57:45,3,1,0,0,1,0,0,0,0,0,0,4.5,4.5,0.0,0.0,Other,1,1,False,1,0,True
945736,1,2015-10-21,14:00:17,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,False
859691,1,2015-10-21,14:01:39,0,2,0,0,1,0,0,0,0,0,0,15.3,2.5,12.8,0.0,Other,2,2,False,0,0,True
18563,6,2015-10-21,14:02:04,5,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,1,0,True
49530,2,2015-10-21,14:02:34,1,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,True
546912,29,2015-10-21,14:02:54,28,1,0,0,0,0,0,0,0,0,0,8.8,0.0,8.8,0.0,Other,1,1,False,1,0,True
291645,1,2015-10-21,14:03:43,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,True
532598,2,2015-10-21,14:04:15,1,2,0,0,0,0,0,0,0,0,0,24.6,0.0,24.6,0.0,Other,2,1,False,0,0,False
92709,29,2015-10-21,14:04:48,28,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,True
242744,1,2015-10-21,14:05:29,0,3,0,0,0,0,0,0,0,0,0,25.1,2.5,22.6,0.0,Other,3,2,False,1,0,False
92185,4,2015-10-21,14:06:45,3,2,0,0,0,0,0,0,0,1,0,56.0,2.0,54.0,0.0,Other,2,2,False,1,0,True
92185,5,2015-10-21,14:08:01,4,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,1,True
973566,2,2015-10-21,14:08:39,1,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,True
143571,1,2015-10-21,14:10:00,0,5,0,0,0,0,0,0,0,0,0,55.0,3.0,52.0,0.0,Other,5,2,False,1,0,False
654307,33,2015-10-21,14:10:32,32,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,1,1,True
860140,7,2015-10-21,14:14:52,6,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,True
74060,4,2015-10-21,14:15:30,3,2,0,0,0,0,0,0,0,1,0,12.8,2.0,10.8,0.0,Other,2,2,False,1,2,True
794612,13,2015-10-21,14:16:24,12,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,0,0,False
563639,4,2015-10-21,14:17:12,3,2,0,0,0,0,0,0,0,0,0,24.56,2.96,21.6,0.0,Other,2,2,False,1,0,True
777856,3,2015-10-21,14:17:52,2,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,1,True
846091,2,2015-10-21,14:20:17,1,1,0,0,0,0,0,0,0,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,0,0,False
615113,1,2015-10-21,14:20:42,0,1,0,0,0,0,0,0,0,0,0,11.8,0.0,11.8,0.0,Other,1,1,False,0,0,False
457068,1,2015-10-21,14:21:37,0,3,0,0,0,0,0,0,0,0,0,25.56,3.96,21.6,0.0,Other,3,2,False,1,0,False
323561,6,2015-10-21,14:22:12,5,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,0,1,True
746019,10,2015-10-21,14:22:57,9,2,0,0,0,0,0,0,0,1,0,12.8,2.0,10.8,0.0,Other,2,2,False,1,0,True
681822,4,2015-10-21,14:23:47,3,2,0,0,0,0,0,0,0,0,0,23.6,0.0,23.6,0.0,Other,2,1,False,0,1,False
801907,9,2015-10-21,14:24:14,8,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,0,1,False
729253,4,2015-10-21,14:27:44,3,2,0,0,0,0,0,0,0,1,0,12.8,2.0,10.8,0.0,Other,2,2,False,1,1,False
429152,1,2015-10-21,14:29:21,0,2,0,0,0,0,0,0,0,0,0,13.28,2.48,10.8,0.0,Other,2,2,False,0,0,False
219410,1,2015-10-21,14:29:57,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,False
26403,1,2015-10-21,14:30:33,0,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,0,0,False
810579,1,2015-10-21,14:31:09,0,1,0,0,0,0,0,0,0,0,0,9.8,0.0,9.8,0.0,Other,1,1,False,1,0,False
160802,1,2015-10-21,14:31:59,0,1,0,0,0,0,0,0,0,0,0,10.8,0.0,10.8,0.0,Other,1,1,False,1,0,False
657673,1,2015-10-21,14:32:40,0,3,0,0,1,0,0,0,0,0,0,14.28,4.48,9.8,0.0,Other,3,3,False,0,0,False
159246,1,2015-10-21,14:34:15,0,3,0,0,0,0,0,0,0,1,0,12.9,3.1,9.8,0.0,Other,3,3,False,0,0,False
949924,2,2015-10-21,14:35:00,1,2,0,0,1,0,0,0,0,0,0,14.3,4.5,9.8,0.0,Other,2,2,False,2,0,True
854289,1,2015-10-21,14:36:22,0,2,0,0,0,0,0,0,0,0,0,14.98,2.18,12.8,0.0,Other,2,2,False,0,0,False
216776,1,2015-10-21,14:36:51,0,2,0,0,1,0,0,0,0,0,0,13.3,2.5,10.8,0.0,Other,2,2,False,1,0,False
708811,1,2015-10-21,14:37:09,0,1,0,0,0,0,0,0,0,0,0,12.8,0.0,12.8,0.0,Other,1,1,False,0,0,False
981571,7,2015-10-21,14:37:59,6,3,0,0,0,0,0,0,0,0,0,13.8,2.5,11.3,0.0,Other,3,2,False,0,0,True
